ddid,tid,did
25729,95,635
25730,54,635
25731,29,635
25732,58,635
25733,16,635
25734,84,202
25735,19,202
25736,59,202
25737,101,202
25738,88,202
25739,35,202
25740,96,202
25741,94,202
25742,29,202
25743,79,202
25744,28,202
25745,27,202
25746,15,202
25747,93,202
25748,62,202
25749,2,202
25750,25,202
25751,83,202
25752,26,202
25753,74,202
25754,13,202
25755,91,202
25756,52,202
25757,54,202
25758,95,202
25759,47,202
25760,33,13
25761,50,13
25762,57,13
25763,66,13
25764,65,13
25765,31,13
25766,73,13
25767,18,13
25768,41,13
25769,43,13
25770,53,13
25771,64,13
25772,87,13
25773,89,13
25774,44,13
25775,83,520
25776,27,520
25777,100,520
25778,71,520
25779,47,520
25780,69,520
25781,88,520
25782,21,520
25783,46,520
25784,96,520
25785,6,520
25786,91,520
25787,90,520
25788,82,520
25789,74,520
25790,30,520
25791,15,520
25792,20,520
25793,22,520
25794,38,520
25795,0,520
25796,35,520
25797,26,520
25798,40,520
25799,78,520
25800,3,520
25801,37,520
25802,10,520
25803,59,520
25804,5,520
25805,67,520
25806,99,520
25807,81,520
25808,4,520
25809,42,520
25810,61,520
25811,9,520
25812,76,104
25813,24,104
25814,86,104
25815,36,104
25816,70,104
25817,80,104
25818,55,104
25819,33,910
25820,50,910
25821,57,910
25822,66,910
25823,65,910
25824,31,910
25825,73,910
25826,18,910
25827,41,910
25828,43,910
25829,53,910
25830,64,910
25831,87,910
25832,89,910
25833,44,910
25834,76,464
25835,24,464
25836,86,464
25837,36,464
25838,70,464
25839,80,464
25840,55,464
25841,83,253
25842,27,253
25843,100,253
25844,71,253
25845,47,253
25846,69,253
25847,88,253
25848,21,253
25849,46,253
25850,96,253
25851,6,253
25852,91,253
25853,90,253
25854,82,253
25855,74,253
25856,30,253
25857,15,253
25858,20,253
25859,22,253
25860,38,253
25861,0,253
25862,35,253
25863,26,253
25864,40,253
25865,78,253
25866,3,253
25867,37,253
25868,10,253
25869,59,253
25870,5,253
25871,67,253
25872,99,253
25873,81,253
25874,4,253
25875,42,253
25876,61,253
25877,9,253
25878,33,905
25879,50,905
25880,57,905
25881,66,905
25882,65,905
25883,31,905
25884,73,905
25885,18,905
25886,41,905
25887,43,905
25888,53,905
25889,64,905
25890,87,905
25891,89,905
25892,44,905
25893,67,801
25894,72,801
25895,10,801
25896,93,801
25897,37,801
25898,62,801
25899,28,801
25900,40,801
25901,58,801
25902,1,801
25903,2,801
25904,45,801
25905,19,801
25906,5,801
25907,90,801
25908,14,801
25909,95,801
25910,34,801
25911,82,801
25912,77,801
25913,97,801
25914,52,801
25915,69,801
25916,51,801
25917,0,801
25918,13,801
25919,17,801
25920,8,801
25921,29,801
25922,30,801
25923,16,801
25924,60,801
25925,56,801
25926,33,722
25927,50,722
25928,57,722
25929,66,722
25930,65,722
25931,31,722
25932,73,722
25933,18,722
25934,41,722
25935,43,722
25936,53,722
25937,64,722
25938,87,722
25939,89,722
25940,44,722
25941,33,178
25942,50,178
25943,57,178
25944,66,178
25945,65,178
25946,31,178
25947,73,178
25948,18,178
25949,41,178
25950,43,178
25951,53,178
25952,64,178
25953,87,178
25954,89,178
25955,44,178
25956,85,58
25957,48,58
25958,72,58
25959,99,58
25960,45,58
25961,69,58
25962,32,58
25963,10,58
25964,16,58
25965,101,58
25966,78,58
25967,49,58
25968,12,58
25969,79,58
25970,62,58
25971,95,58
25972,11,58
25973,40,58
25974,3,58
25975,96,58
25976,83,58
25977,14,58
25978,60,58
25979,84,58
25980,46,58
25981,92,58
25982,2,58
25983,98,58
25984,4,58
25985,61,58
25986,34,58
25987,22,58
25988,33,666
25989,50,666
25990,57,666
25991,66,666
25992,65,666
25993,31,666
25994,73,666
25995,18,666
25996,41,666
25997,43,666
25998,53,666
25999,64,666
26000,87,666
26001,89,666
26002,44,666
26003,85,1010
26004,48,1010
26005,72,1010
26006,99,1010
26007,45,1010
26008,69,1010
26009,32,1010
26010,10,1010
26011,16,1010
26012,101,1010
26013,78,1010
26014,49,1010
26015,12,1010
26016,79,1010
26017,62,1010
26018,95,1010
26019,11,1010
26020,40,1010
26021,3,1010
26022,96,1010
26023,83,1010
26024,14,1010
26025,60,1010
26026,84,1010
26027,46,1010
26028,92,1010
26029,2,1010
26030,98,1010
26031,4,1010
26032,61,1010
26033,34,1010
26034,22,1010
26035,83,170
26036,27,170
26037,100,170
26038,71,170
26039,47,170
26040,69,170
26041,88,170
26042,21,170
26043,46,170
26044,96,170
26045,6,170
26046,91,170
26047,90,170
26048,82,170
26049,74,170
26050,30,170
26051,15,170
26052,20,170
26053,22,170
26054,38,170
26055,0,170
26056,35,170
26057,26,170
26058,40,170
26059,78,170
26060,3,170
26061,37,170
26062,10,170
26063,59,170
26064,5,170
26065,67,170
26066,99,170
26067,81,170
26068,4,170
26069,42,170
26070,61,170
26071,9,170
26072,33,789
26073,50,789
26074,57,789
26075,66,789
26076,65,789
26077,31,789
26078,73,789
26079,18,789
26080,41,789
26081,43,789
26082,53,789
26083,64,789
26084,87,789
26085,89,789
26086,44,789
26087,83,608
26088,27,608
26089,100,608
26090,71,608
26091,47,608
26092,69,608
26093,88,608
26094,21,608
26095,46,608
26096,96,608
26097,6,608
26098,91,608
26099,90,608
26100,82,608
26101,74,608
26102,30,608
26103,15,608
26104,20,608
26105,22,608
26106,38,608
26107,0,608
26108,35,608
26109,26,608
26110,40,608
26111,78,608
26112,3,608
26113,37,608
26114,10,608
26115,59,608
26116,5,608
26117,67,608
26118,99,608
26119,81,608
26120,4,608
26121,42,608
26122,61,608
26123,9,608
26124,67,498
26125,72,498
26126,10,498
26127,93,498
26128,37,498
26129,62,498
26130,28,498
26131,40,498
26132,58,498
26133,1,498
26134,2,498
26135,45,498
26136,19,498
26137,5,498
26138,90,498
26139,14,498
26140,95,498
26141,34,498
26142,82,498
26143,77,498
26144,97,498
26145,52,498
26146,69,498
26147,51,498
26148,0,498
26149,13,498
26150,17,498
26151,8,498
26152,29,498
26153,30,498
26154,16,498
26155,60,498
26156,56,498
26157,83,38
26158,27,38
26159,100,38
26160,71,38
26161,47,38
26162,69,38
26163,88,38
26164,21,38
26165,46,38
26166,96,38
26167,6,38
26168,91,38
26169,90,38
26170,82,38
26171,74,38
26172,30,38
26173,15,38
26174,20,38
26175,22,38
26176,38,38
26177,0,38
26178,35,38
26179,26,38
26180,40,38
26181,78,38
26182,3,38
26183,37,38
26184,10,38
26185,59,38
26186,5,38
26187,67,38
26188,99,38
26189,81,38
26190,4,38
26191,42,38
26192,61,38
26193,9,38
26194,83,152
26195,27,152
26196,100,152
26197,71,152
26198,47,152
26199,69,152
26200,88,152
26201,21,152
26202,46,152
26203,96,152
26204,6,152
26205,91,152
26206,90,152
26207,82,152
26208,74,152
26209,30,152
26210,15,152
26211,20,152
26212,22,152
26213,38,152
26214,0,152
26215,35,152
26216,26,152
26217,40,152
26218,78,152
26219,3,152
26220,37,152
26221,10,152
26222,59,152
26223,5,152
26224,67,152
26225,99,152
26226,81,152
26227,4,152
26228,42,152
26229,61,152
26230,9,152
26231,83,102
26232,27,102
26233,100,102
26234,71,102
26235,47,102
26236,69,102
26237,88,102
26238,21,102
26239,46,102
26240,96,102
26241,6,102
26242,91,102
26243,90,102
26244,82,102
26245,74,102
26246,30,102
26247,15,102
26248,20,102
26249,22,102
26250,38,102
26251,0,102
26252,35,102
26253,26,102
26254,40,102
26255,78,102
26256,3,102
26257,37,102
26258,10,102
26259,59,102
26260,5,102
26261,67,102
26262,99,102
26263,81,102
26264,4,102
26265,42,102
26266,61,102
26267,9,102
26268,84,17
26269,19,17
26270,59,17
26271,101,17
26272,88,17
26273,35,17
26274,96,17
26275,94,17
26276,29,17
26277,79,17
26278,28,17
26279,27,17
26280,15,17
26281,93,17
26282,62,17
26283,2,17
26284,25,17
26285,83,17
26286,26,17
26287,74,17
26288,13,17
26289,91,17
26290,52,17
26291,54,17
26292,95,17
26293,47,17
26294,25,809
26295,7,809
26296,59,809
26297,94,809
26298,71,809
26299,101,809
26300,23,809
26301,9,809
26302,79,809
26303,52,809
26304,4,809
26305,100,809
26306,11,809
26307,84,809
26308,58,809
26309,10,809
26310,45,809
26311,77,809
26312,75,809
26313,0,809
26314,35,809
26315,67,809
26316,98,809
26317,69,809
26318,1,809
26319,38,809
26320,30,809
26321,85,809
26322,13,809
26323,60,809
26324,34,809
26325,82,809
26326,90,809
26327,25,682
26328,7,682
26329,59,682
26330,94,682
26331,71,682
26332,101,682
26333,23,682
26334,9,682
26335,79,682
26336,52,682
26337,4,682
26338,100,682
26339,11,682
26340,84,682
26341,58,682
26342,10,682
26343,45,682
26344,77,682
26345,75,682
26346,0,682
26347,35,682
26348,67,682
26349,98,682
26350,69,682
26351,1,682
26352,38,682
26353,30,682
26354,85,682
26355,13,682
26356,60,682
26357,34,682
26358,82,682
26359,90,682
26360,33,120
26361,50,120
26362,57,120
26363,66,120
26364,65,120
26365,31,120
26366,73,120
26367,18,120
26368,41,120
26369,43,120
26370,53,120
26371,64,120
26372,87,120
26373,89,120
26374,44,120
26375,67,11
26376,72,11
26377,10,11
26378,93,11
26379,37,11
26380,62,11
26381,28,11
26382,40,11
26383,58,11
26384,1,11
26385,2,11
26386,45,11
26387,19,11
26388,5,11
26389,90,11
26390,14,11
26391,95,11
26392,34,11
26393,82,11
26394,77,11
26395,97,11
26396,52,11
26397,69,11
26398,51,11
26399,0,11
26400,13,11
26401,17,11
26402,8,11
26403,29,11
26404,30,11
26405,16,11
26406,60,11
26407,56,11
26408,84,248
26409,19,248
26410,59,248
26411,101,248
26412,88,248
26413,35,248
26414,96,248
26415,94,248
26416,29,248
26417,79,248
26418,28,248
26419,27,248
26420,15,248
26421,93,248
26422,62,248
26423,2,248
26424,25,248
26425,83,248
26426,26,248
26427,74,248
26428,13,248
26429,91,248
26430,52,248
26431,54,248
26432,95,248
26433,47,248
26434,20,915
26435,97,915
26436,30,915
26437,14,915
26438,81,915
26439,32,915
26440,48,915
26441,45,915
26442,79,915
26443,11,915
26444,59,915
26445,60,915
26446,74,915
26447,35,915
26448,72,915
26449,8,915
26450,21,915
26451,56,915
26452,34,915
26453,84,915
26454,17,915
26455,101,915
26456,67,915
26457,77,915
26458,15,915
26459,88,915
26460,63,915
26461,7,915
26462,85,915
26463,38,915
26464,96,915
26465,68,915
26466,75,915
26467,42,915
26468,95,915
26469,54,915
26470,29,915
26471,58,915
26472,16,915
26473,76,101
26474,24,101
26475,86,101
26476,36,101
26477,70,101
26478,80,101
26479,55,101
26480,85,584
26481,48,584
26482,72,584
26483,99,584
26484,45,584
26485,69,584
26486,32,584
26487,10,584
26488,16,584
26489,101,584
26490,78,584
26491,49,584
26492,12,584
26493,79,584
26494,62,584
26495,95,584
26496,11,584
26497,40,584
26498,3,584
26499,96,584
26500,83,584
26501,14,584
26502,60,584
26503,84,584
26504,46,584
26505,92,584
26506,2,584
26507,98,584
26508,4,584
26509,61,584
26510,34,584
26511,22,584
26512,83,29
26513,27,29
26514,100,29
26515,71,29
26516,47,29
26517,69,29
26518,88,29
26519,21,29
26520,46,29
26521,96,29
26522,6,29
26523,91,29
26524,90,29
26525,82,29
26526,74,29
26527,30,29
26528,15,29
26529,20,29
26530,22,29
26531,38,29
26532,0,29
26533,35,29
26534,26,29
26535,40,29
26536,78,29
26537,3,29
26538,37,29
26539,10,29
26540,59,29
26541,5,29
26542,67,29
26543,99,29
26544,81,29
26545,4,29
26546,42,29
26547,61,29
26548,9,29
26549,33,326
26550,50,326
26551,57,326
26552,66,326
26553,65,326
26554,31,326
26555,73,326
26556,18,326
26557,41,326
26558,43,326
26559,53,326
26560,64,326
26561,87,326
26562,89,326
26563,44,326
26564,33,529
26565,50,529
26566,57,529
26567,66,529
26568,65,529
26569,31,529
26570,73,529
26571,18,529
26572,41,529
26573,43,529
26574,53,529
26575,64,529
26576,87,529
26577,89,529
26578,44,529
26579,83,3
26580,27,3
26581,100,3
26582,71,3
26583,47,3
26584,69,3
26585,88,3
26586,21,3
26587,46,3
26588,96,3
26589,6,3
26590,91,3
26591,90,3
26592,82,3
26593,74,3
26594,30,3
26595,15,3
26596,20,3
26597,22,3
26598,38,3
26599,0,3
26600,35,3
26601,26,3
26602,40,3
26603,78,3
26604,3,3
26605,37,3
26606,10,3
26607,59,3
26608,5,3
26609,67,3
26610,99,3
26611,81,3
26612,4,3
26613,42,3
26614,61,3
26615,9,3
26616,84,227
26617,19,227
26618,59,227
26619,101,227
26620,88,227
26621,35,227
26622,96,227
26623,94,227
26624,29,227
26625,79,227
26626,28,227
26627,27,227
26628,15,227
26629,93,227
26630,62,227
26631,2,227
26632,25,227
26633,83,227
26634,26,227
26635,74,227
26636,13,227
26637,91,227
26638,52,227
26639,54,227
26640,95,227
26641,47,227
26642,83,25
26643,27,25
26644,100,25
26645,71,25
26646,47,25
26647,69,25
26648,88,25
26649,21,25
26650,46,25
26651,96,25
26652,6,25
26653,91,25
26654,90,25
26655,82,25
26656,74,25
26657,30,25
26658,15,25
26659,20,25
26660,22,25
26661,38,25
26662,0,25
26663,35,25
26664,26,25
26665,40,25
26666,78,25
26667,3,25
26668,37,25
26669,10,25
26670,59,25
26671,5,25
26672,67,25
26673,99,25
26674,81,25
26675,4,25
26676,42,25
26677,61,25
26678,9,25
26679,81,1014
26680,58,1014
26681,63,1014
26682,40,1014
26683,32,1014
26684,23,1014
26685,61,1014
26686,72,1014
26687,68,1014
26688,9,1014
26689,15,1014
26690,0,1014
26691,82,1014
26692,14,1014
26693,62,1014
26694,27,1014
26695,47,1014
26696,4,1014
26697,93,1014
26698,22,1014
26699,16,1014
26700,74,1014
26701,39,1014
26702,46,1014
26703,49,1014
26704,6,1014
26705,10,1014
26706,2,1014
26707,83,1014
26708,79,1014
26709,38,1014
26710,5,1014
26711,34,1014
26712,67,607
26713,72,607
26714,10,607
26715,93,607
26716,37,607
26717,62,607
26718,28,607
26719,40,607
26720,58,607
26721,1,607
26722,2,607
26723,45,607
26724,19,607
26725,5,607
26726,90,607
26727,14,607
26728,95,607
26729,34,607
26730,82,607
26731,77,607
26732,97,607
26733,52,607
26734,69,607
26735,51,607
26736,0,607
26737,13,607
26738,17,607
26739,8,607
26740,29,607
26741,30,607
26742,16,607
26743,60,607
26744,56,607
26745,33,1013
26746,50,1013
26747,57,1013
26748,66,1013
26749,65,1013
26750,31,1013
26751,73,1013
26752,18,1013
26753,41,1013
26754,43,1013
26755,53,1013
26756,64,1013
26757,87,1013
26758,89,1013
26759,44,1013
26760,83,91
26761,27,91
26762,100,91
26763,71,91
26764,47,91
26765,69,91
26766,88,91
26767,21,91
26768,46,91
26769,96,91
26770,6,91
26771,91,91
26772,90,91
26773,82,91
26774,74,91
26775,30,91
26776,15,91
26777,20,91
26778,22,91
26779,38,91
26780,0,91
26781,35,91
26782,26,91
26783,40,91
26784,78,91
26785,3,91
26786,37,91
26787,10,91
26788,59,91
26789,5,91
26790,67,91
26791,99,91
26792,81,91
26793,4,91
26794,42,91
26795,61,91
26796,9,91
26797,20,396
26798,97,396
26799,30,396
26800,14,396
26801,81,396
26802,32,396
26803,48,396
26804,45,396
26805,79,396
26806,11,396
26807,59,396
26808,60,396
26809,74,396
26810,35,396
26811,72,396
26812,8,396
26813,21,396
26814,56,396
26815,34,396
26816,84,396
26817,17,396
26818,101,396
26819,67,396
26820,77,396
26821,15,396
26822,88,396
26823,63,396
26824,7,396
26825,85,396
26826,38,396
26827,96,396
26828,68,396
26829,75,396
26830,42,396
26831,95,396
26832,54,396
26833,29,396
26834,58,396
26835,16,396
26836,76,283
26837,24,283
26838,86,283
26839,36,283
26840,70,283
26841,80,283
26842,55,283
26843,76,74
26844,24,74
26845,86,74
26846,36,74
26847,70,74
26848,80,74
26849,55,74
26850,25,158
26851,7,158
26852,59,158
26853,94,158
26854,71,158
26855,101,158
26856,23,158
26857,9,158
26858,79,158
26859,52,158
26860,4,158
26861,100,158
26862,11,158
26863,84,158
26864,58,158
26865,10,158
26866,45,158
26867,77,158
26868,75,158
26869,0,158
26870,35,158
26871,67,158
26872,98,158
26873,69,158
26874,1,158
26875,38,158
26876,30,158
26877,85,158
26878,13,158
26879,60,158
26880,34,158
26881,82,158
26882,90,158
26883,81,726
26884,58,726
26885,63,726
26886,40,726
26887,32,726
26888,23,726
26889,61,726
26890,72,726
26891,68,726
26892,9,726
26893,15,726
26894,0,726
26895,82,726
26896,14,726
26897,62,726
26898,27,726
26899,47,726
26900,4,726
26901,93,726
26902,22,726
26903,16,726
26904,74,726
26905,39,726
26906,46,726
26907,49,726
26908,6,726
26909,10,726
26910,2,726
26911,83,726
26912,79,726
26913,38,726
26914,5,726
26915,34,726
26916,83,92
26917,27,92
26918,100,92
26919,71,92
26920,47,92
26921,69,92
26922,88,92
26923,21,92
26924,46,92
26925,96,92
26926,6,92
26927,91,92
26928,90,92
26929,82,92
26930,74,92
26931,30,92
26932,15,92
26933,20,92
26934,22,92
26935,38,92
26936,0,92
26937,35,92
26938,26,92
26939,40,92
26940,78,92
26941,3,92
26942,37,92
26943,10,92
26944,59,92
26945,5,92
26946,67,92
26947,99,92
26948,81,92
26949,4,92
26950,42,92
26951,61,92
26952,9,92
26953,20,266
26954,97,266
26955,30,266
26956,14,266
26957,81,266
26958,32,266
26959,48,266
26960,45,266
26961,79,266
26962,11,266
26963,59,266
26964,60,266
26965,74,266
26966,35,266
26967,72,266
26968,8,266
26969,21,266
26970,56,266
26971,34,266
26972,84,266
26973,17,266
26974,101,266
26975,67,266
26976,77,266
26977,15,266
26978,88,266
26979,63,266
26980,7,266
26981,85,266
26982,38,266
26983,96,266
26984,68,266
26985,75,266
26986,42,266
26987,95,266
26988,54,266
26989,29,266
26990,58,266
26991,16,266
26992,81,439
26993,58,439
26994,63,439
26995,40,439
26996,32,439
26997,23,439
26998,61,439
26999,72,439
27000,68,439
27001,9,439
27002,15,439
27003,0,439
27004,82,439
27005,14,439
27006,62,439
27007,27,439
27008,47,439
27009,4,439
27010,93,439
27011,22,439
27012,16,439
27013,74,439
27014,39,439
27015,46,439
27016,49,439
27017,6,439
27018,10,439
27019,2,439
27020,83,439
27021,79,439
27022,38,439
27023,5,439
27024,34,439
27025,81,747
27026,58,747
27027,63,747
27028,40,747
27029,32,747
27030,23,747
27031,61,747
27032,72,747
27033,68,747
27034,9,747
27035,15,747
27036,0,747
27037,82,747
27038,14,747
27039,62,747
27040,27,747
27041,47,747
27042,4,747
27043,93,747
27044,22,747
27045,16,747
27046,74,747
27047,39,747
27048,46,747
27049,49,747
27050,6,747
27051,10,747
27052,2,747
27053,83,747
27054,79,747
27055,38,747
27056,5,747
27057,34,747
27058,83,1011
27059,27,1011
27060,100,1011
27061,71,1011
27062,47,1011
27063,69,1011
27064,88,1011
27065,21,1011
27066,46,1011
27067,96,1011
27068,6,1011
27069,91,1011
27070,90,1011
27071,82,1011
27072,74,1011
27073,30,1011
27074,15,1011
27075,20,1011
27076,22,1011
27077,38,1011
27078,0,1011
27079,35,1011
27080,26,1011
27081,40,1011
27082,78,1011
27083,3,1011
27084,37,1011
27085,10,1011
27086,59,1011
27087,5,1011
27088,67,1011
27089,99,1011
27090,81,1011
27091,4,1011
27092,42,1011
27093,61,1011
27094,9,1011
27095,22,210
27096,88,210
27097,72,210
27098,13,210
27099,91,210
27100,62,210
27101,35,210
27102,74,210
27103,16,210
27104,23,210
27105,2,210
27106,45,210
27107,32,210
27108,63,210
27109,11,210
27110,77,210
27111,61,210
27112,84,210
27113,39,210
27114,5,210
27115,26,210
27116,58,210
27117,27,210
27118,21,210
27119,96,210
27120,97,210
27121,101,210
27122,92,210
27123,12,210
27124,93,210
27125,85,210
27126,14,210
27127,17,210
27128,51,210
27129,83,210
27130,0,210
27131,20,454
27132,97,454
27133,30,454
27134,14,454
27135,81,454
27136,32,454
27137,48,454
27138,45,454
27139,79,454
27140,11,454
27141,59,454
27142,60,454
27143,74,454
27144,35,454
27145,72,454
27146,8,454
27147,21,454
27148,56,454
27149,34,454
27150,84,454
27151,17,454
27152,101,454
27153,67,454
27154,77,454
27155,15,454
27156,88,454
27157,63,454
27158,7,454
27159,85,454
27160,38,454
27161,96,454
27162,68,454
27163,75,454
27164,42,454
27165,95,454
27166,54,454
27167,29,454
27168,58,454
27169,16,454
27170,25,1062
27171,7,1062
27172,59,1062
27173,94,1062
27174,71,1062
27175,101,1062
27176,23,1062
27177,9,1062
27178,79,1062
27179,52,1062
27180,4,1062
27181,100,1062
27182,11,1062
27183,84,1062
27184,58,1062
27185,10,1062
27186,45,1062
27187,77,1062
27188,75,1062
27189,0,1062
27190,35,1062
27191,67,1062
27192,98,1062
27193,69,1062
27194,1,1062
27195,38,1062
27196,30,1062
27197,85,1062
27198,13,1062
27199,60,1062
27200,34,1062
27201,82,1062
27202,90,1062
27203,25,643
27204,7,643
27205,59,643
27206,94,643
27207,71,643
27208,101,643
27209,23,643
27210,9,643
27211,79,643
27212,52,643
27213,4,643
27214,100,643
27215,11,643
27216,84,643
27217,58,643
27218,10,643
27219,45,643
27220,77,643
27221,75,643
27222,0,643
27223,35,643
27224,67,643
27225,98,643
27226,69,643
27227,1,643
27228,38,643
27229,30,643
27230,85,643
27231,13,643
27232,60,643
27233,34,643
27234,82,643
27235,90,643
27236,33,994
27237,50,994
27238,57,994
27239,66,994
27240,65,994
27241,31,994
27242,73,994
27243,18,994
27244,41,994
27245,43,994
27246,53,994
27247,64,994
27248,87,994
27249,89,994
27250,44,994
27251,22,793
27252,88,793
27253,72,793
27254,13,793
27255,91,793
27256,62,793
27257,35,793
27258,74,793
27259,16,793
27260,23,793
27261,2,793
27262,45,793
27263,32,793
27264,63,793
27265,11,793
27266,77,793
27267,61,793
27268,84,793
27269,39,793
27270,5,793
27271,26,793
27272,58,793
27273,27,793
27274,21,793
27275,96,793
27276,97,793
27277,101,793
27278,92,793
27279,12,793
27280,93,793
27281,85,793
27282,14,793
27283,17,793
27284,51,793
27285,83,793
27286,0,793
27287,84,447
27288,19,447
27289,59,447
27290,101,447
27291,88,447
27292,35,447
27293,96,447
27294,94,447
27295,29,447
27296,79,447
27297,28,447
27298,27,447
27299,15,447
27300,93,447
27301,62,447
27302,2,447
27303,25,447
27304,83,447
27305,26,447
27306,74,447
27307,13,447
27308,91,447
27309,52,447
27310,54,447
27311,95,447
27312,47,447
27313,25,1081
27314,7,1081
27315,59,1081
27316,94,1081
27317,71,1081
27318,101,1081
27319,23,1081
27320,9,1081
27321,79,1081
27322,52,1081
27323,4,1081
27324,100,1081
27325,11,1081
27326,84,1081
27327,58,1081
27328,10,1081
27329,45,1081
27330,77,1081
27331,75,1081
27332,0,1081
27333,35,1081
27334,67,1081
27335,98,1081
27336,69,1081
27337,1,1081
27338,38,1081
27339,30,1081
27340,85,1081
27341,13,1081
27342,60,1081
27343,34,1081
27344,82,1081
27345,90,1081
27346,85,875
27347,48,875
27348,72,875
27349,99,875
27350,45,875
27351,69,875
27352,32,875
27353,10,875
27354,16,875
27355,101,875
27356,78,875
27357,49,875
27358,12,875
27359,79,875
27360,62,875
27361,95,875
27362,11,875
27363,40,875
27364,3,875
27365,96,875
27366,83,875
27367,14,875
27368,60,875
27369,84,875
27370,46,875
27371,92,875
27372,2,875
27373,98,875
27374,4,875
27375,61,875
27376,34,875
27377,22,875
27378,25,469
27379,7,469
27380,59,469
27381,94,469
27382,71,469
27383,101,469
27384,23,469
27385,9,469
27386,79,469
27387,52,469
27388,4,469
27389,100,469
27390,11,469
27391,84,469
27392,58,469
27393,10,469
27394,45,469
27395,77,469
27396,75,469
27397,0,469
27398,35,469
27399,67,469
27400,98,469
27401,69,469
27402,1,469
27403,38,469
27404,30,469
27405,85,469
27406,13,469
27407,60,469
27408,34,469
27409,82,469
27410,90,469
27411,22,424
27412,88,424
27413,72,424
27414,13,424
27415,91,424
27416,62,424
27417,35,424
27418,74,424
27419,16,424
27420,23,424
27421,2,424
27422,45,424
27423,32,424
27424,63,424
27425,11,424
27426,77,424
27427,61,424
27428,84,424
27429,39,424
27430,5,424
27431,26,424
27432,58,424
27433,27,424
27434,21,424
27435,96,424
27436,97,424
27437,101,424
27438,92,424
27439,12,424
27440,93,424
27441,85,424
27442,14,424
27443,17,424
27444,51,424
27445,83,424
27446,0,424
27447,83,912
27448,27,912
27449,100,912
27450,71,912
27451,47,912
27452,69,912
27453,88,912
27454,21,912
27455,46,912
27456,96,912
27457,6,912
27458,91,912
27459,90,912
27460,82,912
27461,74,912
27462,30,912
27463,15,912
27464,20,912
27465,22,912
27466,38,912
27467,0,912
27468,35,912
27469,26,912
27470,40,912
27471,78,912
27472,3,912
27473,37,912
27474,10,912
27475,59,912
27476,5,912
27477,67,912
27478,99,912
27479,81,912
27480,4,912
27481,42,912
27482,61,912
27483,9,912
27484,33,63
27485,50,63
27486,57,63
27487,66,63
27488,65,63
27489,31,63
27490,73,63
27491,18,63
27492,41,63
27493,43,63
27494,53,63
27495,64,63
27496,87,63
27497,89,63
27498,44,63
27499,84,595
27500,19,595
27501,59,595
27502,101,595
27503,88,595
27504,35,595
27505,96,595
27506,94,595
27507,29,595
27508,79,595
27509,28,595
27510,27,595
27511,15,595
27512,93,595
27513,62,595
27514,2,595
27515,25,595
27516,83,595
27517,26,595
27518,74,595
27519,13,595
27520,91,595
27521,52,595
27522,54,595
27523,95,595
27524,47,595
27525,33,425
27526,50,425
27527,57,425
27528,66,425
27529,65,425
27530,31,425
27531,73,425
27532,18,425
27533,41,425
27534,43,425
27535,53,425
27536,64,425
27537,87,425
27538,89,425
27539,44,425
27540,20,128
27541,97,128
27542,30,128
27543,14,128
27544,81,128
27545,32,128
27546,48,128
27547,45,128
27548,79,128
27549,11,128
27550,59,128
27551,60,128
27552,74,128
27553,35,128
27554,72,128
27555,8,128
27556,21,128
27557,56,128
27558,34,128
27559,84,128
27560,17,128
27561,101,128
27562,67,128
27563,77,128
27564,15,128
27565,88,128
27566,63,128
27567,7,128
27568,85,128
27569,38,128
27570,96,128
27571,68,128
27572,75,128
27573,42,128
27574,95,128
27575,54,128
27576,29,128
27577,58,128
27578,16,128
27579,83,236
27580,27,236
27581,100,236
27582,71,236
27583,47,236
27584,69,236
27585,88,236
27586,21,236
27587,46,236
27588,96,236
27589,6,236
27590,91,236
27591,90,236
27592,82,236
27593,74,236
27594,30,236
27595,15,236
27596,20,236
27597,22,236
27598,38,236
27599,0,236
27600,35,236
27601,26,236
27602,40,236
27603,78,236
27604,3,236
27605,37,236
27606,10,236
27607,59,236
27608,5,236
27609,67,236
27610,99,236
27611,81,236
27612,4,236
27613,42,236
27614,61,236
27615,9,236
27616,67,575
27617,72,575
27618,10,575
27619,93,575
27620,37,575
27621,62,575
27622,28,575
27623,40,575
27624,58,575
27625,1,575
27626,2,575
27627,45,575
27628,19,575
27629,5,575
27630,90,575
27631,14,575
27632,95,575
27633,34,575
27634,82,575
27635,77,575
27636,97,575
27637,52,575
27638,69,575
27639,51,575
27640,0,575
27641,13,575
27642,17,575
27643,8,575
27644,29,575
27645,30,575
27646,16,575
27647,60,575
27648,56,575
27649,85,948
27650,48,948
27651,72,948
27652,99,948
27653,45,948
27654,69,948
27655,32,948
27656,10,948
27657,16,948
27658,101,948
27659,78,948
27660,49,948
27661,12,948
27662,79,948
27663,62,948
27664,95,948
27665,11,948
27666,40,948
27667,3,948
27668,96,948
27669,83,948
27670,14,948
27671,60,948
27672,84,948
27673,46,948
27674,92,948
27675,2,948
27676,98,948
27677,4,948
27678,61,948
27679,34,948
27680,22,948
27681,22,630
27682,88,630
27683,72,630
27684,13,630
27685,91,630
27686,62,630
27687,35,630
27688,74,630
27689,16,630
27690,23,630
27691,2,630
27692,45,630
27693,32,630
27694,63,630
27695,11,630
27696,77,630
27697,61,630
27698,84,630
27699,39,630
27700,5,630
